date,sigla,user_count,sum_interactions,log_interactions,norm_user_count,norm_sum_interactions,norm_log_sum_interactions,metricas_normalizadas,metricas_norm_log_interactions
2018-12-31,PL 1792/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 18/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 1830/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 1840/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 1864/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 1865/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 1886/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 191/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 1917/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 1970/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2015/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2083/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 21/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2157/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2169/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2176/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2184/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2207/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 22/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 2235/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2294/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2308/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2320/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2324/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2328/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2357/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2360/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2362/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2388/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 241/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 2419/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2428/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2438/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 244/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 2469/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2477/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2497/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2510/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2543/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2580/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 259/2011,0,0,0,0,0,0,0,0
2018-12-31,PL 2627/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2630/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2632/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2633/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2646/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2707/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2715/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2726/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2727/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2742/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2765/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2775/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2782/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2787/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2788/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2790/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2791/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2801/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2816/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2853/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2920/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 29/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 2928/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2949/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 2950/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2963/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 2981/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 299/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3037/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3063/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3095/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3097/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 31/2007,0,0,0,0,0,0,0,0
2018-12-31,PL 312/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3144/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3160/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3170/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 317/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 3179/2012,0,0,0,0,0,0,0,0
2018-12-31,PL 3195/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3220/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3239/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3261/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 3261/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3262/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3267/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3292/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3306/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3331/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3368/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3395/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 342/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 344/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3443/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3444/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3445/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3448/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3463/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 347/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3511/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3515/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3528/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3603/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 361/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 368/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3699/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 37/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 3722/2012,2,2671,11.38316426063511,0.01680672268907563,0.008530139720558882,0.623517081504819,0.012668431204817256,0.32016190209694734
2018-12-31,PL 3723/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3726/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3729/2004,0,0,0,0,0,0,0,0
2018-12-31,PL 373/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 3764/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 378/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 3787/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3791/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 379/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 3814/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 383/2011,0,0,0,0,0,0,0,0
2018-12-31,PL 3832/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3887/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 3932/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 3961/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 399/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 4006/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4023/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4055/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4084/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4106/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4107/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 413/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4139/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4144/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4162/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4162/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4178/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4194/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4198/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4214/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 42/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4261/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 431/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4334/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4348/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4359/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4395/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4396/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4468/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4471/2012,0,0,0,0,0,0,0,0
2018-12-31,PL 4478/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4506/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 45/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 4542/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 456/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 4614/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4629/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4636/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4650/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 469/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4699/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4741/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4778/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 478/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4804/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 48/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 4828/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4868/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 4896/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 490/2007,0,0,0,0,0,0,0,0
2018-12-31,PL 4906/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 496/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 4966/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4992/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 4998/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 500/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 50/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5028/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5029/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 504/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 5051/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5079/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 508/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 510/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 5108/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5131/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 513/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5163/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5170/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5191/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5215/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5217/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 52/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5231/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 528/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 5284/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 534/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5343/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5413/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 542/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5442/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5495/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 550/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5514/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5516/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5518/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 55/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 553/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5555/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5583/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5607/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 561/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 5643/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 5689/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 570/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6024/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6079/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 61/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6125/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6132/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 616/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6230/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6286/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6299/2002,0,0,0,0,0,0,0,0
2018-12-31,PL 631/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 633/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 639/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6402/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6438/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 646/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 646/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 6539/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 66/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 6621/2016,0,0,0,0,0,0,0,0
2018-12-31,PL 6670/2016,0,0,0,0,0,0,0,0
2018-12-31,PL 6726/2016,0,0,0,0,0,0,0,0
2018-12-31,PL 6764/2002,0,0,0,0,0,0,0,0
2018-12-31,PL 687/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 688/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 6895/2017,0,0,0,0,0,0,0,0
2018-12-31,PL 6969/2013,0,0,0,0,0,0,0,0
2018-12-31,PL 698/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 707/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 735/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 755/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 7578/2017,0,0,0,0,0,0,0,0
2018-12-31,PL 772/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 7804/2014,0,0,0,0,0,0,0,0
2018-12-31,PL 784/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 7843/2017,0,0,0,0,0,0,0,0
2018-12-31,PL 786/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 787/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 7883/2017,0,0,0,0,0,0,0,0
2018-12-31,PL 79/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 795/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 805/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 848/2015,0,0,0,0,0,0,0,0
2018-12-31,PL 85/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 870/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 881/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 882/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 883/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 886/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 899/2021,0,0,0,0,0,0,0,0
2018-12-31,PL 90/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 92/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 93/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 940/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 948/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 978/2020,0,0,0,0,0,0,0,0
2018-12-31,PL 984/2019,0,0,0,0,0,0,0,0
2018-12-31,PL 9950/2018,0,0,0,0,0,0,0,0
2019-01-07,MPV 1015/2020,0,0,0,0,0,0,0,0
2019-01-07,MPV 1037/2021,0,0,0,0,0,0,0,0
2019-01-07,MPV 1039/2021,0,0,0,0,0,0,0,0
2019-01-07,MPV 1040/2021,0,0,0,0,0,0,0,0
2019-01-07,MPV 867/2018,0,0,0,0,0,0,0,0
2019-01-07,MPV 868/2018,0,0,0,0,0,0,0,0
2019-01-07,MPV 869/2018,0,0,0,0,0,0,0,0
2019-01-07,MPV 870/2019,5,93,6.539158811108031,0.04201680672268908,2.970059880239521e-4,0.35818487057228093,0.021156906355356515,0.200100838647485
2019-01-07,MPV 881/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 884/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 897/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 900/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 901/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 903/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 908/2019,0,0,0,0,0,0,0,0
2019-01-07,MPV 910/2019,0,0,0,0,0,0,0,0
